state,year,month,day,date,wday,births
MI,1972,3,3,1972-03-03,Fri,422
MN,1972,3,3,1972-03-03,Fri,186
MO,1972,3,3,1972-03-03,Fri,216
MS,1972,3,3,1972-03-03,Fri,138
MT,1972,3,3,1972-03-03,Fri,30
NC,1972,3,3,1972-03-03,Fri,274
ND,1972,3,3,1972-03-03,Fri,24
NE,1972,3,3,1972-03-03,Fri,76
NH,1972,3,3,1972-03-03,Fri,25
NJ,1972,3,3,1972-03-03,Fri,316
NM,1972,3,3,1972-03-03,Fri,62
NV,1972,3,3,1972-03-03,Fri,20
NY,1972,3,3,1972-03-03,Fri,760
OH,1972,3,3,1972-03-03,Fri,510
OK,1972,3,3,1972-03-03,Fri,116
OR,1972,3,3,1972-03-03,Fri,88
PA,1972,3,3,1972-03-03,Fri,500
RI,1972,3,3,1972-03-03,Fri,40
SC,1972,3,3,1972-03-03,Fri,126
SD,1972,3,3,1972-03-03,Fri,22
TN,1972,3,3,1972-03-03,Fri,162
TX,1972,3,3,1972-03-03,Fri,646
UT,1972,3,3,1972-03-03,Fri,78
VA,1972,3,3,1972-03-03,Fri,238
VT,1972,3,3,1972-03-03,Fri,21
WA,1972,3,3,1972-03-03,Fri,154
WI,1972,3,3,1972-03-03,Fri,190
WV,1972,3,3,1972-03-03,Fri,80
WY,1972,3,3,1972-03-03,Fri,16
AK,1972,3,4,1972-03-04,Sat,10
AL,1972,3,4,1972-03-04,Sat,114
AR,1972,3,4,1972-03-04,Sat,86
AZ,1972,3,4,1972-03-04,Sat,100
CA,1972,3,4,1972-03-04,Sat,742
CO,1972,3,4,1972-03-04,Sat,100
CT,1972,3,4,1972-03-04,Sat,116
DC,1972,3,4,1972-03-04,Sat,88
DE,1972,3,4,1972-03-04,Sat,28
FL,1972,3,4,1972-03-04,Sat,293
GA,1972,3,4,1972-03-04,Sat,228
HI,1972,3,4,1972-03-04,Sat,40
IA,1972,3,4,1972-03-04,Sat,116
ID,1972,3,4,1972-03-04,Sat,30
IL,1972,3,4,1972-03-04,Sat,492
IN,1972,3,4,1972-03-04,Sat,204
KS,1972,3,4,1972-03-04,Sat,72
KY,1972,3,4,1972-03-04,Sat,160
LA,1972,3,4,1972-03-04,Sat,172
MA,1972,3,4,1972-03-04,Sat,188
MD,1972,3,4,1972-03-04,Sat,128
ME,1972,3,4,1972-03-04,Sat,55
MI,1972,3,4,1972-03-04,Sat,374
MN,1972,3,4,1972-03-04,Sat,160
MO,1972,3,4,1972-03-04,Sat,182
MS,1972,3,4,1972-03-04,Sat,112
MT,1972,3,4,1972-03-04,Sat,30
NC,1972,3,4,1972-03-04,Sat,250
ND,1972,3,4,1972-03-04,Sat,26
NE,1972,3,4,1972-03-04,Sat,66
NH,1972,3,4,1972-03-04,Sat,31
NJ,1972,3,4,1972-03-04,Sat,252
NM,1972,3,4,1972-03-04,Sat,48
NV,1972,3,4,1972-03-04,Sat,32
NY,1972,3,4,1972-03-04,Sat,658
OH,1972,3,4,1972-03-04,Sat,446
OK,1972,3,4,1972-03-04,Sat,94
OR,1972,3,4,1972-03-04,Sat,76
PA,1972,3,4,1972-03-04,Sat,456
RI,1972,3,4,1972-03-04,Sat,44
SC,1972,3,4,1972-03-04,Sat,134
SD,1972,3,4,1972-03-04,Sat,36
TN,1972,3,4,1972-03-04,Sat,172
TX,1972,3,4,1972-03-04,Sat,540
UT,1972,3,4,1972-03-04,Sat,62
VA,1972,3,4,1972-03-04,Sat,174
VT,1972,3,4,1972-03-04,Sat,19
WA,1972,3,4,1972-03-04,Sat,120
WI,1972,3,4,1972-03-04,Sat,164
WV,1972,3,4,1972-03-04,Sat,84
WY,1972,3,4,1972-03-04,Sat,20
AK,1972,3,5,1972-03-05,Sun,12
AL,1972,3,5,1972-03-05,Sun,150
AR,1972,3,5,1972-03-05,Sun,68
AZ,1972,3,5,1972-03-05,Sun,80
CA,1972,3,5,1972-03-05,Sun,738
CO,1972,3,5,1972-03-05,Sun,88
CT,1972,3,5,1972-03-05,Sun,80
DC,1972,3,5,1972-03-05,Sun,52
DE,1972,3,5,1972-03-05,Sun,16
FL,1972,3,5,1972-03-05,Sun,217
GA,1972,3,5,1972-03-05,Sun,242
HI,1972,3,5,1972-03-05,Sun,24
IA,1972,3,5,1972-03-05,Sun,90
ID,1972,3,5,1972-03-05,Sun,34
IL,1972,3,5,1972-03-05,Sun,436
IN,1972,3,5,1972-03-05,Sun,216
KS,1972,3,5,1972-03-05,Sun,78
KY,1972,3,5,1972-03-05,Sun,158
LA,1972,3,5,1972-03-05,Sun,174
MA,1972,3,5,1972-03-05,Sun,166
MD,1972,3,5,1972-03-05,Sun,132
ME,1972,3,5,1972-03-05,Sun,36
MI,1972,3,5,1972-03-05,Sun,356
MN,1972,3,5,1972-03-05,Sun,138
MO,1972,3,5,1972-03-05,Sun,158
MS,1972,3,5,1972-03-05,Sun,106
MT,1972,3,5,1972-03-05,Sun,34
NC,1972,3,5,1972-03-05,Sun,198
ND,1972,3,5,1972-03-05,Sun,26
NE,1972,3,5,1972-03-05,Sun,86
NH,1972,3,5,1972-03-05,Sun,32
NJ,1972,3,5,1972-03-05,Sun,224
NM,1972,3,5,1972-03-05,Sun,46
NV,1972,3,5,1972-03-05,Sun,22
NY,1972,3,5,1972-03-05,Sun,574
OH,1972,3,5,1972-03-05,Sun,388
OK,1972,3,5,1972-03-05,Sun,88
OR,1972,3,5,1972-03-05,Sun,88
PA,1972,3,5,1972-03-05,Sun,390
RI,1972,3,5,1972-03-05,Sun,36
SC,1972,3,5,1972-03-05,Sun,142
SD,1972,3,5,1972-03-05,Sun,28
TN,1972,3,5,1972-03-05,Sun,168
TX,1972,3,5,1972-03-05,Sun,484
UT,1972,3,5,1972-03-05,Sun,74
VA,1972,3,5,1972-03-05,Sun,176
VT,1972,3,5,1972-03-05,Sun,21
WA,1972,3,5,1972-03-05,Sun,104
WI,1972,3,5,1972-03-05,Sun,152
WV,1972,3,5,1972-03-05,Sun,74
WY,1972,3,5,1972-03-05,Sun,20
AK,1972,3,6,1972-03-06,Mon,18
AL,1972,3,6,1972-03-06,Mon,138
AR,1972,3,6,1972-03-06,Mon,90
AZ,1972,3,6,1972-03-06,Mon,124
CA,1972,3,6,1972-03-06,Mon,832
CO,1972,3,6,1972-03-06,Mon,124
CT,1972,3,6,1972-03-06,Mon,110
DC,1972,3,6,1972-03-06,Mon,60
DE,1972,3,6,1972-03-06,Mon,22
FL,1972,3,6,1972-03-06,Mon,300
GA,1972,3,6,1972-03-06,Mon,280
HI,1972,3,6,1972-03-06,Mon,46
IA,1972,3,6,1972-03-06,Mon,120
ID,1972,3,6,1972-03-06,Mon,48
IL,1972,3,6,1972-03-06,Mon,494
IN,1972,3,6,1972-03-06,Mon,252
KS,1972,3,6,1972-03-06,Mon,94
KY,1972,3,6,1972-03-06,Mon,156
LA,1972,3,6,1972-03-06,Mon,178
MA,1972,3,6,1972-03-06,Mon,240
MD,1972,3,6,1972-03-06,Mon,160
ME,1972,3,6,1972-03-06,Mon,47
MI,1972,3,6,1972-03-06,Mon,422
MN,1972,3,6,1972-03-06,Mon,146
MO,1972,3,6,1972-03-06,Mon,193
MS,1972,3,6,1972-03-06,Mon,92
MT,1972,3,6,1972-03-06,Mon,36
NC,1972,3,6,1972-03-06,Mon,246
ND,1972,3,6,1972-03-06,Mon,24
NE,1972,3,6,1972-03-06,Mon,72
NH,1972,3,6,1972-03-06,Mon,28
NJ,1972,3,6,1972-03-06,Mon,252
NM,1972,3,6,1972-03-06,Mon,62
NV,1972,3,6,1972-03-06,Mon,24
NY,1972,3,6,1972-03-06,Mon,690
OH,1972,3,6,1972-03-06,Mon,488
OK,1972,3,6,1972-03-06,Mon,130
OR,1972,3,6,1972-03-06,Mon,98
PA,1972,3,6,1972-03-06,Mon,418
RI,1972,3,6,1972-03-06,Mon,31
SC,1972,3,6,1972-03-06,Mon,138
SD,1972,3,6,1972-03-06,Mon,16
TN,1972,3,6,1972-03-06,Mon,206
TX,1972,3,6,1972-03-06,Mon,642
UT,1972,3,6,1972-03-06,Mon,74
VA,1972,3,6,1972-03-06,Mon,210
VT,1972,3,6,1972-03-06,Mon,19
WA,1972,3,6,1972-03-06,Mon,152
WI,1972,3,6,1972-03-06,Mon,190
WV,1972,3,6,1972-03-06,Mon,76
WY,1972,3,6,1972-03-06,Mon,18
AK,1972,3,7,1972-03-07,Tues,24
AL,1972,3,7,1972-03-07,Tues,202
AR,1972,3,7,1972-03-07,Tues,92
AZ,1972,3,7,1972-03-07,Tues,124
CA,1972,3,7,1972-03-07,Tues,874
CO,1972,3,7,1972-03-07,Tues,116
CT,1972,3,7,1972-03-07,Tues,108
DC,1972,3,7,1972-03-07,Tues,60
DE,1972,3,7,1972-03-07,Tues,22
FL,1972,3,7,1972-03-07,Tues,269
GA,1972,3,7,1972-03-07,Tues,248
HI,1972,3,7,1972-03-07,Tues,32
IA,1972,3,7,1972-03-07,Tues,126
ID,1972,3,7,1972-03-07,Tues,44
IL,1972,3,7,1972-03-07,Tues,576
IN,1972,3,7,1972-03-07,Tues,260
KS,1972,3,7,1972-03-07,Tues,86
KY,1972,3,7,1972-03-07,Tues,168
LA,1972,3,7,1972-03-07,Tues,160
MA,1972,3,7,1972-03-07,Tues,244
MD,1972,3,7,1972-03-07,Tues,180
ME,1972,3,7,1972-03-07,Tues,48
MI,1972,3,7,1972-03-07,Tues,376
MN,1972,3,7,1972-03-07,Tues,180
MO,1972,3,7,1972-03-07,Tues,227
MS,1972,3,7,1972-03-07,Tues,126
MT,1972,3,7,1972-03-07,Tues,40
NC,1972,3,7,1972-03-07,Tues,242
ND,1972,3,7,1972-03-07,Tues,36
NE,1972,3,7,1972-03-07,Tues,66
NH,1972,3,7,1972-03-07,Tues,46
NJ,1972,3,7,1972-03-07,Tues,300
NM,1972,3,7,1972-03-07,Tues,66
NV,1972,3,7,1972-03-07,Tues,24
NY,1972,3,7,1972-03-07,Tues,748
OH,1972,3,7,1972-03-07,Tues,468
OK,1972,3,7,1972-03-07,Tues,90
OR,1972,3,7,1972-03-07,Tues,82
PA,1972,3,7,1972-03-07,Tues,500
RI,1972,3,7,1972-03-07,Tues,41
SC,1972,3,7,1972-03-07,Tues,144
SD,1972,3,7,1972-03-07,Tues,30
TN,1972,3,7,1972-03-07,Tues,200
TX,1972,3,7,1972-03-07,Tues,630
UT,1972,3,7,1972-03-07,Tues,74
VA,1972,3,7,1972-03-07,Tues,202
VT,1972,3,7,1972-03-07,Tues,21
WA,1972,3,7,1972-03-07,Tues,172
WI,1972,3,7,1972-03-07,Tues,178
WV,1972,3,7,1972-03-07,Tues,96
WY,1972,3,7,1972-03-07,Tues,14
AK,1972,3,8,1972-03-08,Wed,14
AL,1972,3,8,1972-03-08,Wed,196
AR,1972,3,8,1972-03-08,Wed,80
AZ,1972,3,8,1972-03-08,Wed,114
CA,1972,3,8,1972-03-08,Wed,818
CO,1972,3,8,1972-03-08,Wed,108
CT,1972,3,8,1972-03-08,Wed,92
DC,1972,3,8,1972-03-08,Wed,60
DE,1972,3,8,1972-03-08,Wed,16
FL,1972,3,8,1972-03-08,Wed,298
GA,1972,3,8,1972-03-08,Wed,258
HI,1972,3,8,1972-03-08,Wed,50
IA,1972,3,8,1972-03-08,Wed,118
ID,1972,3,8,1972-03-08,Wed,34
IL,1972,3,8,1972-03-08,Wed,506
IN,1972,3,8,1972-03-08,Wed,238
KS,1972,3,8,1972-03-08,Wed,90
KY,1972,3,8,1972-03-08,Wed,152
LA,1972,3,8,1972-03-08,Wed,196
MA,1972,3,8,1972-03-08,Wed,246
MD,1972,3,8,1972-03-08,Wed,138
ME,1972,3,8,1972-03-08,Wed,45
MI,1972,3,8,1972-03-08,Wed,432
MN,1972,3,8,1972-03-08,Wed,140
MO,1972,3,8,1972-03-08,Wed,232
MS,1972,3,8,1972-03-08,Wed,114
MT,1972,3,8,1972-03-08,Wed,26
NC,1972,3,8,1972-03-08,Wed,268
ND,1972,3,8,1972-03-08,Wed,26
NE,1972,3,8,1972-03-08,Wed,60
NH,1972,3,8,1972-03-08,Wed,21
NJ,1972,3,8,1972-03-08,Wed,270
NM,1972,3,8,1972-03-08,Wed,46
NV,1972,3,8,1972-03-08,Wed,20
NY,1972,3,8,1972-03-08,Wed,738
OH,1972,3,8,1972-03-08,Wed,482
OK,1972,3,8,1972-03-08,Wed,144
OR,1972,3,8,1972-03-08,Wed,90
PA,1972,3,8,1972-03-08,Wed,512
RI,1972,3,8,1972-03-08,Wed,48
SC,1972,3,8,1972-03-08,Wed,126
SD,1972,3,8,1972-03-08,Wed,34
TN,1972,3,8,1972-03-08,Wed,232
TX,1972,3,8,1972-03-08,Wed,596
UT,1972,3,8,1972-03-08,Wed,66
VA,1972,3,8,1972-03-08,Wed,208
VT,1972,3,8,1972-03-08,Wed,13
WA,1972,3,8,1972-03-08,Wed,144
WI,1972,3,8,1972-03-08,Wed,186
WV,1972,3,8,1972-03-08,Wed,78
WY,1972,3,8,1972-03-08,Wed,12
AK,1972,3,9,1972-03-09,Thurs,20
AL,1972,3,9,1972-03-09,Thurs,192
AR,1972,3,9,1972-03-09,Thurs,94
AZ,1972,3,9,1972-03-09,Thurs,104
CA,1972,3,9,1972-03-09,Thurs,860
CO,1972,3,9,1972-03-09,Thurs,118
CT,1972,3,9,1972-03-09,Thurs,122
DC,1972,3,9,1972-03-09,Thurs,58
DE,1972,3,9,1972-03-09,Thurs,26
FL,1972,3,9,1972-03-09,Thurs,299
GA,1972,3,9,1972-03-09,Thurs,264
HI,1972,3,9,1972-03-09,Thurs,40
IA,1972,3,9,1972-03-09,Thurs,108
ID,1972,3,9,1972-03-09,Thurs,40
IL,1972,3,9,1972-03-09,Thurs,436
IN,1972,3,9,1972-03-09,Thurs,222
KS,1972,3,9,1972-03-09,Thurs,86
KY,1972,3,9,1972-03-09,Thurs,174
LA,1972,3,9,1972-03-09,Thurs,180
MA,1972,3,9,1972-03-09,Thurs,240
MD,1972,3,9,1972-03-09,Thurs,138
ME,1972,3,9,1972-03-09,Thurs,58
MI,1972,3,9,1972-03-09,Thurs,364
MN,1972,3,9,1972-03-09,Thurs,164
MO,1972,3,9,1972-03-09,Thurs,224
MS,1972,3,9,1972-03-09,Thurs,128
MT,1972,3,9,1972-03-09,Thurs,32
NC,1972,3,9,1972-03-09,Thurs,228
ND,1972,3,9,1972-03-09,Thurs,22
NE,1972,3,9,1972-03-09,Thurs,58
NH,1972,3,9,1972-03-09,Thurs,29
NJ,1972,3,9,1972-03-09,Thurs,236
NM,1972,3,9,1972-03-09,Thurs,42
NV,1972,3,9,1972-03-09,Thurs,24
NY,1972,3,9,1972-03-09,Thurs,746
OH,1972,3,9,1972-03-09,Thurs,460
OK,1972,3,9,1972-03-09,Thurs,90
OR,1972,3,9,1972-03-09,Thurs,84
PA,1972,3,9,1972-03-09,Thurs,448
RI,1972,3,9,1972-03-09,Thurs,39
SC,1972,3,9,1972-03-09,Thurs,126
SD,1972,3,9,1972-03-09,Thurs,26
TN,1972,3,9,1972-03-09,Thurs,170
TX,1972,3,9,1972-03-09,Thurs,588
UT,1972,3,9,1972-03-09,Thurs,80
VA,1972,3,9,1972-03-09,Thurs,188
VT,1972,3,9,1972-03-09,Thurs,26
WA,1972,3,9,1972-03-09,Thurs,148
WI,1972,3,9,1972-03-09,Thurs,172
WV,1972,3,9,1972-03-09,Thurs,66
WY,1972,3,9,1972-03-09,Thurs,18
AK,1972,3,10,1972-03-10,Fri,16
AL,1972,3,10,1972-03-10,Fri,184
AR,1972,3,10,1972-03-10,Fri,80
AZ,1972,3,10,1972-03-10,Fri,102
CA,1972,3,10,1972-03-10,Fri,774
CO,1972,3,10,1972-03-10,Fri,88
CT,1972,3,10,1972-03-10,Fri,122
DC,1972,3,10,1972-03-10,Fri,68
DE,1972,3,10,1972-03-10,Fri,28
FL,1972,3,10,1972-03-10,Fri,315
GA,1972,3,10,1972-03-10,Fri,234
HI,1972,3,10,1972-03-10,Fri,40
IA,1972,3,10,1972-03-10,Fri,116
ID,1972,3,10,1972-03-10,Fri,38
IL,1972,3,10,1972-03-10,Fri,474
IN,1972,3,10,1972-03-10,Fri,274
KS,1972,3,10,1972-03-10,Fri,96
KY,1972,3,10,1972-03-10,Fri,134
LA,1972,3,10,1972-03-10,Fri,164
MA,1972,3,10,1972-03-10,Fri,254
MD,1972,3,10,1972-03-10,Fri,126
ME,1972,3,10,1972-03-10,Fri,49
MI,1972,3,10,1972-03-10,Fri,420
MN,1972,3,10,1972-03-10,Fri,166
MO,1972,3,10,1972-03-10,Fri,218
MS,1972,3,10,1972-03-10,Fri,128
MT,1972,3,10,1972-03-10,Fri,26
NC,1972,3,10,1972-03-10,Fri,234
ND,1972,3,10,1972-03-10,Fri,36
NE,1972,3,10,1972-03-10,Fri,74
NH,1972,3,10,1972-03-10,Fri,33
NJ,1972,3,10,1972-03-10,Fri,288
NM,1972,3,10,1972-03-10,Fri,60
NV,1972,3,10,1972-03-10,Fri,22
NY,1972,3,10,1972-03-10,Fri,736
OH,1972,3,10,1972-03-10,Fri,502
OK,1972,3,10,1972-03-10,Fri,126
OR,1972,3,10,1972-03-10,Fri,94
PA,1972,3,10,1972-03-10,Fri,442
RI,1972,3,10,1972-03-10,Fri,45
SC,1972,3,10,1972-03-10,Fri,168
SD,1972,3,10,1972-03-10,Fri,26
TN,1972,3,10,1972-03-10,Fri,218
TX,1972,3,10,1972-03-10,Fri,514
UT,1972,3,10,1972-03-10,Fri,68
VA,1972,3,10,1972-03-10,Fri,232
VT,1972,3,10,1972-03-10,Fri,20
WA,1972,3,10,1972-03-10,Fri,144
WI,1972,3,10,1972-03-10,Fri,180
WV,1972,3,10,1972-03-10,Fri,88
WY,1972,3,10,1972-03-10,Fri,26
AK,1972,3,11,1972-03-11,Sat,14
AL,1972,3,11,1972-03-11,Sat,146
AR,1972,3,11,1972-03-11,Sat,76
AZ,1972,3,11,1972-03-11,Sat,86
CA,1972,3,11,1972-03-11,Sat,806
CO,1972,3,11,1972-03-11,Sat,88
CT,1972,3,11,1972-03-11,Sat,96
DC,1972,3,11,1972-03-11,Sat,56
DE,1972,3,11,1972-03-11,Sat,18
FL,1972,3,11,1972-03-11,Sat,268
GA,1972,3,11,1972-03-11,Sat,236
HI,1972,3,11,1972-03-11,Sat,54
IA,1972,3,11,1972-03-11,Sat,124
ID,1972,3,11,1972-03-11,Sat,16
IL,1972,3,11,1972-03-11,Sat,436
IN,1972,3,11,1972-03-11,Sat,206
KS,1972,3,11,1972-03-11,Sat,94
KY,1972,3,11,1972-03-11,Sat,138
LA,1972,3,11,1972-03-11,Sat,164
MA,1972,3,11,1972-03-11,Sat,198
MD,1972,3,11,1972-03-11,Sat,120
ME,1972,3,11,1972-03-11,Sat,34
MI,1972,3,11,1972-03-11,Sat,406
MN,1972,3,11,1972-03-11,Sat,136
MO,1972,3,11,1972-03-11,Sat,164
MS,1972,3,11,1972-03-11,Sat,110
MT,1972,3,11,1972-03-11,Sat,30
NC,1972,3,11,1972-03-11,Sat,218
ND,1972,3,11,1972-03-11,Sat,16
NE,1972,3,11,1972-03-11,Sat,48
NH,1972,3,11,1972-03-11,Sat,29
NJ,1972,3,11,1972-03-11,Sat,262
NM,1972,3,11,1972-03-11,Sat,40
NV,1972,3,11,1972-03-11,Sat,16
NY,1972,3,11,1972-03-11,Sat,670
OH,1972,3,11,1972-03-11,Sat,426
OK,1972,3,11,1972-03-11,Sat,102
OR,1972,3,11,1972-03-11,Sat,92
PA,1972,3,11,1972-03-11,Sat,454
RI,1972,3,11,1972-03-11,Sat,38
SC,1972,3,11,1972-03-11,Sat,122
SD,1972,3,11,1972-03-11,Sat,32
TN,1972,3,11,1972-03-11,Sat,176
TX,1972,3,11,1972-03-11,Sat,532
UT,1972,3,11,1972-03-11,Sat,66
VA,1972,3,11,1972-03-11,Sat,174
VT,1972,3,11,1972-03-11,Sat,18
WA,1972,3,11,1972-03-11,Sat,106
WI,1972,3,11,1972-03-11,Sat,188
WV,1972,3,11,1972-03-11,Sat,86
WY,1972,3,11,1972-03-11,Sat,12
AK,1972,3,12,1972-03-12,Sun,16
AL,1972,3,12,1972-03-12,Sun,112
AR,1972,3,12,1972-03-12,Sun,94
AZ,1972,3,12,1972-03-12,Sun,78
CA,1972,3,12,1972-03-12,Sun,758
CO,1972,3,12,1972-03-12,Sun,94
CT,1972,3,12,1972-03-12,Sun,100
DC,1972,3,12,1972-03-12,Sun,62
DE,1972,3,12,1972-03-12,Sun,28
FL,1972,3,12,1972-03-12,Sun,231
GA,1972,3,12,1972-03-12,Sun,220
HI,1972,3,12,1972-03-12,Sun,30
IA,1972,3,12,1972-03-12,Sun,94
ID,1972,3,12,1972-03-12,Sun,28
IL,1972,3,12,1972-03-12,Sun,418
IN,1972,3,12,1972-03-12,Sun,210
KS,1972,3,12,1972-03-12,Sun,66
KY,1972,3,12,1972-03-12,Sun,142
LA,1972,3,12,1972-03-12,Sun,158
MA,1972,3,12,1972-03-12,Sun,168
MD,1972,3,12,1972-03-12,Sun,124
ME,1972,3,12,1972-03-12,Sun,29
MI,1972,3,12,1972-03-12,Sun,372
MN,1972,3,12,1972-03-12,Sun,140
MO,1972,3,12,1972-03-12,Sun,194
MS,1972,3,12,1972-03-12,Sun,94
MT,1972,3,12,1972-03-12,Sun,24
NC,1972,3,12,1972-03-12,Sun,242
ND,1972,3,12,1972-03-12,Sun,32
NE,1972,3,12,1972-03-12,Sun,34
NH,1972,3,12,1972-03-12,Sun,14
NJ,1972,3,12,1972-03-12,Sun,240
NM,1972,3,12,1972-03-12,Sun,48
NV,1972,3,12,1972-03-12,Sun,24
NY,1972,3,12,1972-03-12,Sun,722
OH,1972,3,12,1972-03-12,Sun,392
OK,1972,3,12,1972-03-12,Sun,90
OR,1972,3,12,1972-03-12,Sun,76
PA,1972,3,12,1972-03-12,Sun,396
RI,1972,3,12,1972-03-12,Sun,32
SC,1972,3,12,1972-03-12,Sun,104
SD,1972,3,12,1972-03-12,Sun,30
TN,1972,3,12,1972-03-12,Sun,174
TX,1972,3,12,1972-03-12,Sun,538
UT,1972,3,12,1972-03-12,Sun,50
VA,1972,3,12,1972-03-12,Sun,214
VT,1972,3,12,1972-03-12,Sun,17
WA,1972,3,12,1972-03-12,Sun,100
WI,1972,3,12,1972-03-12,Sun,134
WV,1972,3,12,1972-03-12,Sun,58
WY,1972,3,12,1972-03-12,Sun,20
AK,1972,3,13,1972-03-13,Mon,20
AL,1972,3,13,1972-03-13,Mon,170
AR,1972,3,13,1972-03-13,Mon,86
AZ,1972,3,13,1972-03-13,Mon,92
CA,1972,3,13,1972-03-13,Mon,860
CO,1972,3,13,1972-03-13,Mon,106
CT,1972,3,13,1972-03-13,Mon,102
DC,1972,3,13,1972-03-13,Mon,40
DE,1972,3,13,1972-03-13,Mon,24
FL,1972,3,13,1972-03-13,Mon,307
GA,1972,3,13,1972-03-13,Mon,226
HI,1972,3,13,1972-03-13,Mon,54
IA,1972,3,13,1972-03-13,Mon,118
ID,1972,3,13,1972-03-13,Mon,40
IL,1972,3,13,1972-03-13,Mon,470
IN,1972,3,13,1972-03-13,Mon,240
KS,1972,3,13,1972-03-13,Mon,90
KY,1972,3,13,1972-03-13,Mon,146
LA,1972,3,13,1972-03-13,Mon,184
MA,1972,3,13,1972-03-13,Mon,238
MD,1972,3,13,1972-03-13,Mon,140
ME,1972,3,13,1972-03-13,Mon,40
MI,1972,3,13,1972-03-13,Mon,460
MN,1972,3,13,1972-03-13,Mon,146
MO,1972,3,13,1972-03-13,Mon,204
MS,1972,3,13,1972-03-13,Mon,142
MT,1972,3,13,1972-03-13,Mon,36
NC,1972,3,13,1972-03-13,Mon,240
ND,1972,3,13,1972-03-13,Mon,36
NE,1972,3,13,1972-03-13,Mon,54
NH,1972,3,13,1972-03-13,Mon,30
NJ,1972,3,13,1972-03-13,Mon,302
NM,1972,3,13,1972-03-13,Mon,58
NV,1972,3,13,1972-03-13,Mon,30
NY,1972,3,13,1972-03-13,Mon,736
OH,1972,3,13,1972-03-13,Mon,492
OK,1972,3,13,1972-03-13,Mon,94
OR,1972,3,13,1972-03-13,Mon,114
PA,1972,3,13,1972-03-13,Mon,548
RI,1972,3,13,1972-03-13,Mon,48
SC,1972,3,13,1972-03-13,Mon,142
SD,1972,3,13,1972-03-13,Mon,28
TN,1972,3,13,1972-03-13,Mon,208
TX,1972,3,13,1972-03-13,Mon,624
UT,1972,3,13,1972-03-13,Mon,76
VA,1972,3,13,1972-03-13,Mon,180
VT,1972,3,13,1972-03-13,Mon,28
WA,1972,3,13,1972-03-13,Mon,144
WI,1972,3,13,1972-03-13,Mon,162
WV,1972,3,13,1972-03-13,Mon,92
WY,1972,3,13,1972-03-13,Mon,20
AK,1972,3,14,1972-03-14,Tues,20
AL,1972,3,14,1972-03-14,Tues,172
AR,1972,3,14,1972-03-14,Tues,76
AZ,1972,3,14,1972-03-14,Tues,108
CA,1972,3,14,1972-03-14,Tues,926
CO,1972,3,14,1972-03-14,Tues,110
CT,1972,3,14,1972-03-14,Tues,128
DC,1972,3,14,1972-03-14,Tues,62
DE,1972,3,14,1972-03-14,Tues,24
FL,1972,3,14,1972-03-14,Tues,318
GA,1972,3,14,1972-03-14,Tues,208
HI,1972,3,14,1972-03-14,Tues,54
IA,1972,3,14,1972-03-14,Tues,122
ID,1972,3,14,1972-03-14,Tues,34
IL,1972,3,14,1972-03-14,Tues,588
IN,1972,3,14,1972-03-14,Tues,248
KS,1972,3,14,1972-03-14,Tues,86
KY,1972,3,14,1972-03-14,Tues,170
LA,1972,3,14,1972-03-14,Tues,186
MA,1972,3,14,1972-03-14,Tues,252
MD,1972,3,14,1972-03-14,Tues,148
ME,1972,3,14,1972-03-14,Tues,43
MI,1972,3,14,1972-03-14,Tues,442
MN,1972,3,14,1972-03-14,Tues,172
MO,1972,3,14,1972-03-14,Tues,226
MS,1972,3,14,1972-03-14,Tues,128
MT,1972,3,14,1972-03-14,Tues,32
NC,1972,3,14,1972-03-14,Tues,238
ND,1972,3,14,1972-03-14,Tues,28
NE,1972,3,14,1972-03-14,Tues,54
NH,1972,3,14,1972-03-14,Tues,32
NJ,1972,3,14,1972-03-14,Tues,304
NM,1972,3,14,1972-03-14,Tues,66
NV,1972,3,14,1972-03-14,Tues,30
NY,1972,3,14,1972-03-14,Tues,700
OH,1972,3,14,1972-03-14,Tues,522
OK,1972,3,14,1972-03-14,Tues,114
OR,1972,3,14,1972-03-14,Tues,90
PA,1972,3,14,1972-03-14,Tues,468
RI,1972,3,14,1972-03-14,Tues,42
SC,1972,3,14,1972-03-14,Tues,164
SD,1972,3,14,1972-03-14,Tues,28
TN,1972,3,14,1972-03-14,Tues,228
TX,1972,3,14,1972-03-14,Tues,634
UT,1972,3,14,1972-03-14,Tues,78
VA,1972,3,14,1972-03-14,Tues,216
VT,1972,3,14,1972-03-14,Tues,24
WA,1972,3,14,1972-03-14,Tues,142
WI,1972,3,14,1972-03-14,Tues,200
WV,1972,3,14,1972-03-14,Tues,84
WY,1972,3,14,1972-03-14,Tues,24
AK,1972,3,15,1972-03-15,Wed,18
AL,1972,3,15,1972-03-15,Wed,134
AR,1972,3,15,1972-03-15,Wed,96
AZ,1972,3,15,1972-03-15,Wed,104
CA,1972,3,15,1972-03-15,Wed,872
CO,1972,3,15,1972-03-15,Wed,118
CT,1972,3,15,1972-03-15,Wed,114
DC,1972,3,15,1972-03-15,Wed,68
DE,1972,3,15,1972-03-15,Wed,28
FL,1972,3,15,1972-03-15,Wed,325
GA,1972,3,15,1972-03-15,Wed,230
HI,1972,3,15,1972-03-15,Wed,42
IA,1972,3,15,1972-03-15,Wed,112
ID,1972,3,15,1972-03-15,Wed,30
